#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-2152	UvrB pre-incision complex	UvrB DNA damage recognition complex|UvrB nucleotide-excision repair, preincision complex	83333	P0A8F8(2)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-15528658	GO:0009380(excinuclease repair complex)|GO:0003684(damaged DNA binding)|GO:0006294(nucleotide-excision repair, preincision complex assembly)	wwpdb:1QOJ(identity)|wwpdb:1E52(identity)|pubmed:33477956(see-also)|complex portal:CPX-2152(complex-primary)	Helicase that couples ATP binding and hydrolysis with domain motion to implement 5'->3' ssDNA translocase activity. The UvrB DNA pre‐incision complex is part of the UvrABC repair system that catalyzes the recognition and processing of DNA lesions. Upon binding of the UvrAB complex (CPX-2151) to a putative damaged site, the DNA wraps around one of the uvrB subunits. If a lesion is found the uvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by uvrC (P0A8G0) and one of the UvrB monomers is released (CPX-2153). If no lesion is found, the DNA wraps around the other uvrB subunit that will check the other stand for damage. 	The C-terminal end of uvrB, consisting of a helix-loop-helix fold which is stabilised by the packing of hydrophobic side-chains between helices, is crucial for dimer stability but not for DNA binding.	Homodimer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P0A8F8(2)
CPX-2153	UvrBC excinuclease repair complex	UvrBC nucleotide-excision repair complex|UvrB-UvrC complex|Uvr(A)BC endonuclease complex	83333	P0A8F8(1)|P0A8G0(1)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-15528691	GO:0009380(excinuclease repair complex)|GO:0009381(excinuclease ABC activity)|GO:0003684(damaged DNA binding)|GO:0033683(nucleotide-excision repair, DNA incision)	pubmed:10671556(see-also)|pubmed:33477956(see-also)|complex portal:CPX-2153(complex-primary)	The UvrBC excinuclease repair complex is part of the UvrABC repair system that catalyzes the recognition and processing of DNA lesions. It scans the DNA for abnormalities. Upon binding of the UvrAB complex (CPX-2151) to a putative damaged site, the DNA wraps around one of the uvrB subunits. uvrB probes one DNA strand for the presence of a lesion. If a lesion is found the uvrA subunits dissociate and the uvrB-DNA preincision complex (CPX-2152) is formed. This complex is subsequently bound by uvrC and one of the uvrB monomers is released. uvrC is a dual endonuclease making incisions on either side of the lesion. The first incision is damage-dependent and is made at the 4th or 5th phosphodiester bond 3' to the lesion by the N-terminal domain of uvrC, while the second, damage-independent incision is made at the 8th phosphodiester bond 5' to the lesion by another endonuclease domain located towards the C-terminus	The uvrC 3' endonuclease domain has been proposed to use a metal-ion-based mechanism to catalyze cleavage of the phosphodiester bond with a two-metal mechanism suggested for the 5' incision. The molecule has a DNA-binding domain comprising two helix-hairpin-helix motifs (that is located at the C-terminus and is required for binding to single-stranded DNA, the 5' incision and the additional damage-independent incision at the 15th bond 5' to the lesion. Whilst the majority of the complex appears to be heterodimeric with 1:1 subunit stoichiometry, there is evidence a 2xuvrB:uvrC complex may also exist.	Heterodimer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P0A8F8(1)|P0A8G0(1)
CPX-2155	TRCF-UvrA complex	Mdf-UvrA complex	83333	P0A698(1)|P30958(1)	ECO:0000353(physical interaction evidence used in manual assertion)	-	GO:1990391(DNA repair complex)|GO:0006294(nucleotide-excision repair, preincision complex assembly)|GO:0005524(ATP binding)|GO:0003684(damaged DNA binding)|GO:0003689(DNA clamp loader activity)	wwpdb:4dfc(identity)|pubmed:33477956(see-also)|pubmed:22331906(see-also)|complex portal:CPX-2155(complex-primary)	An SF2 ATPase that orchestrates a preferential pathway for nucleotide excision repair (NER) called transcription-coupled repair (TCR) by specific recognition of the transcription and NER assemblies. mfd recruits the UvrABC repair system (CPX-2151, CPX-2152, CPX-2153) to the unmasked lesion by binding to uvrA, a subunit of the UvrAB complex (CPX-2151). uvrA binding to mdf and uvrB are probably mutually exclusive owing to the conserved interface on uvrA. Formation of the TRCF-UvrA complex initiates a cascade of events resulting in lesion excision and gap filling. 	mfd exists in a dynamic equilibrium between at least two conformational states, a closed repressed conformation, and a more open state that can bind uvrA. The open state is favored upon ATP binding.	Heterodimer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P0A698(1)|P30958(1)
CPX-2177	GyrA-GyrB DNA Gyrase complex	gyrase|GyrAB complex|GyrA-GyrB heterotetramer	83333	CHEBI:18420(4)|CHEBI:29101(2)|CHEBI:29103(2)|P0AES4(2)|P0AES6(2)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-1770964	GO:0003918(DNA topoisomerase type II (ATP-hydrolyzing) activity)|GO:0008094(DNA-dependent ATPase activity)|GO:0005524(ATP binding)|GO:0006265(DNA topological change)|GO:0034335(DNA negative supercoiling activity)|GO:0097100(supercoiled DNA binding)|GO:0120217(DNA gyrase complex)	wwpdb:3nuh(identity)|intenz:5.99.1.3(identity)|pubmed:20675723(see-also)|chembl target:CHEMBL2094139(identity)|complex portal:CPX-2177(complex-primary)|pubmed:31666516(see-also)	A DNA gyrase of type IIA topoisomerase that negatively supercoils closed circular double-stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings. It alters DNA topology by effecting a transient double-strand break in the DNA backbone, cleaving both strands and passing the double helix through 3 pairs of N-gates formed by ATPase domains of the gyrB subunit and resealing the gaps. It facilitates DNA melting at oriC in order for replication initiation to take place. DNA Gyrase also removes the left-handed positive supercoiling generated in front of moving replication forks. Structure-guided deletion of a 170-amino acid insertion (Thr565 - Arg731) in gyrB greatly reduces the DNA binding, supercoiling and DNA-stimulated ATPase activities of gyrase.	Heterotetramer, consisting of two gyrA and two gyrB subunits. The n-terminal domain of gyrA contains the dimerisation domain and the active site tyrosine (Tyr-122) that forms a covalent intermediate with the DNA and is responsible for the cleavage and re-ligation activity of the gyrase. The N-terminal domain of gyrB dimerizes upon ATP binding, like a clamp and catalises ATPase hydrolysis while the C-terminal domain includes the two metal (Mg2+, Mn2+ or Ca2+) binding sites, interacts with the gyrA and plays a role in DNA binding. The metal ions form salt bridges with both the protein and the DNA. MW = 97 kDa (GyrA) MW = 90 kDa (GyrB)	Heterotetramer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P0AES4(2)|P0AES6(2)
CPX-2197	Exodeoxyribonuclease V complex	RecB-RecC-RecD complex|RecBCD complex	83333	P04993(1)|P07648(1)|P08394(1)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-8038391	GO:0009338(exodeoxyribonuclease V complex)|GO:0003684(damaged DNA binding)|GO:0008854(exodeoxyribonuclease V activity)|GO:0036121(double-stranded DNA helicase activity)|GO:0005524(ATP binding)|GO:0000725(recombinational repair)	wwpdb:1w36(identity)|wwpdb:3k70(identity)|pubmed:15538360(see-also)|intenz:3.1.11.5(identity)|chembl target:CHEMBL2095232(identity)|pubmed:18668125(see-also)|complex portal:CPX-2197(complex-primary)|wwpdb:6t2u(identity)|emdb:EMD-10369(identity)	An exonuclease complex essential in DNA double-strand break repair by homologous recombination. It catalyzes the unwinding of double-stranded DNA at DNA damage sites and cleaves the resulting single-stranded DNA (through recB activity). This process is ATP-hydrolysis-dependent which is provided by the ATPase activity of recD. The two helicases act with opposite polarity: recB is an SF1A enzyme with a 3'-5' polarity and recD an SF1B enzyme with a 5'-3' polarity. They cooperate to unwind DNA in a highly processive manner where the DNA gets unwound in the recB-recC interface with the 5' single-stranded (ss)DNA single-strand fed into the recD subunit and the 3'ssDNA remaining in the recB-recC dimer. The nuclease activity of the recB subunit might be regulated by the recD protein. 	recB and recC are highly intertwined in the heterotrimeric structure while recD is attached to the edge of the heterodimer. recB also has nuclease activity while recD has ATPase activity and has two ATPase domains. Subunits recB and recC directly bind to the broken DNA end and initate partial DNA unwinding. The 3'-ssDNA is fed into the tunnel formed by recB helicase and N-terminal region of recC, whereas the 5'-ssDNA enters the tunnel formed by recD and the C-terminal region of recC.	Heterotrimer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P04993(1)|P07648(1)|P08394(1)
CPX-2206	GRXD iron-sulfur cluster assembly homodimer complex	GRXD Fe-S cluster assembly complex|Monothiol iron-sulfur assembly complex, GRXD|Class II iron-sulfur assembly complex, GRXD	83333	CHEBI:16856(2)|CHEBI:33737(1)|P0AC69(2)	ECO:0000353(physical interaction evidence used in manual assertion)	wwpdb:2WCI	GO:1990229(iron-sulfur cluster assembly complex)|GO:0016226(iron-sulfur cluster assembly)|GO:0055072(iron ion homeostasis)	complex portal:CPX-2206(complex-primary)|pubmed:19505088(see-also)	Reversibly binds [2Fe-2S] clusters and appears to play a role in Fe-S cluster assembly and trafficking, and in transferring an intact [2Fe-2S] cluster to an apo acceptor protein. 	-	Homodimer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P0AC69(2)
CPX-2242	mlc-EIIB transcriptional regulator complex	-	83333	P50456(0)|P69786(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-15689903	GO:0006355(regulation of transcription, DNA-templated)|GO:0043392(negative regulation of DNA binding)|GO:0016021(integral component of membrane)	wwpdb:3bp8(identity)|complex portal:CPX-2242(complex-primary)|pubmed:18319344(see-also)	Transcriptional regulation complex that acts to sequester the mlc transcriptional repressor that regulates the expression of proteins that are part of the phosphotransferase system for sugar uptake. In the absence of glucose, ptsG mainly exists in a phosphorylated form and does not bind mlc. When glucose is available, transported glucose takes the glucose-specific enzyme II complex (CPX-5943) forms and transfer the phosphate residue onto its glucose ligand. Dephosphorylated membrane-bound ptsG binds mlc and sequesters it from its target promoters. This leads to increased synthesis of ptsG and other phosphotransferase system proteins required for glucose import and metabolism.	The mlc protein contains a flexible hinge between the EIIB-binding domain, and an oligomerization domain. The flexibiliy of this hinge allows the adjustment of the spatial arrangement of HTH motifs in mlc to that of major grooves in DNA, conferring the DNA-binding ability of Mlc. Restriction of conformational freedom resulting from the anchoring of mlc to the membrane by binding to ptsG could be the primary cause of its loss of DNA-binding activity.	Heterooctamer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P50456(0)|P69786(0)
CPX-2244	Translation initiation factor complex	30S ribosomal translation pre-initiation complex	83333	P0A705(1)|P0A707(0)|P69222(1)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000049(tRNA binding)|GO:0043022(ribosome binding)|GO:0003743(translation initiation factor activity)	wwpdb:1zo1(subset)|complex portal:CPX-2244(complex-primary)	Required for initiation of protein synthesis, when the ribosome recruits an mRNA for translation and establishes the reading frame by binding initiator tRNA to the start codon in the P site of the small (30S) ribosomal subunit (CPX-3802). Assembles on the 30S subunit to form a transient 30S preinitiation complex (PIC). IF3 and IF2 are the first factors to arrive, forming an unstable 30S–IF2–IF3 complex. Subsequently, IF1 joins and locks the factors in a kinetically stable 30S PIC to which fMet-tRNAfMet is recruited. The complex dissociates on binding of the 50S ribosomal subunit.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P0A705(1)|P0A707(0)|P69222(1)
CPX-2254	Cus cation efflux complex	Cus cation efflux system|CusABCF|CusABC	83333	P38054(3)|P77211(3)|P77214(0)|P77239(6)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005375(copper ion transmembrane transporter activity)|GO:0005507(copper ion binding)|GO:0009636(response to toxic substance)|GO:0015080(silver ion transmembrane transporter activity)|GO:0035434(copper ion transmembrane transport)|GO:0060003(copper ion export)|GO:1902601(silver ion transmembrane transport)	wwpdb:3ne5(subset)|pubmed:23122209(see-also)|complex portal:CPX-2254(complex-primary)|pubmed:24702006(see-also)	Transmembrane complex that mediates resistance to copper and silver by cation efflux directly from the cell using the proton-motive force. Spans the inner membrane, periplasm, and outer membrane. CusF delivers metal ions to the CusCBA tripartite efflux system in the periplasm, CusB then appears to deliver the bound metal ion from CusB to the three-methionine cluster (Met-573, Met-623 and Met-672) inside the periplasmic cleft of CusA from where it is passed into the central funnel of CusA and eventually the CusC channel for final extrusion. Primarily activated under anaerobic conditions by CusR (P0ACZ8) and CusS (P77485) but also expressed under extreme copper stress, in aerobic growth. Member of the heavy-metal efflux resistance-nodulation-cell division (HME-RND) superfamily.	The fully assembled complex consists of the inner-membrane, substrate-binding transporter, or pump, CusA; the periplasmic membrane fusion protein, or adaptor, CusB; the outer membrane factor, or channel, CusC; and the small, periplasmic, metal-binding protein, or chaperone, CusF. Cu+ and Ag+ ions have been found in complex with CusA, CusB, and CusF. Note, the interaction of cusF with the complex may be relatively transient.	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P38054(3)|P77211(3)|P77214(0)|P77239(6)
CPX-2313	Ethanolamine ammonia-lyase complex	EAL|Coenzyme B12-dependent ethanolamine ammonia-lyase|Adenosylcobalamin-dependent ethanolamine ammonia-lyase|Ethanolamine deaminase	83333	CHEBI:18408(6)|P0AEJ6(6)|P19636(6)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-9521389	GO:0008851(ethanolamine ammonia-lyase activity)|GO:0009350(ethanolamine ammonia-lyase complex)|GO:0046336(ethanolamine catabolic process)	wwpdb:3abr(identity)|wwpdb:3abo(identity)|wwpdb:3abs(identity)|wwpdb:3abq(identity)|intenz:4.3.1.7(identity)|complex portal:CPX-2313(complex-primary)|rhea:RHEA:15313(identity)|pubmed:29797764(see-also)	Catalyzes the adenosylcobalamin (coenzyme B12)-dependent conversion of ethanolamine to acetaldehyde and ammonia and enabling growth on ethanolamine. The complex acts on both enantiomers of ethanolamine.	Forms a propeller-like shape with six alpha-subunits form a ring core, and each beta-subunit projects out from its adjacent alpha-subunit. The cobalamin molecule is bound in the interface of the alpha- and beta-subunits.	Heterododecameric	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P0AEJ6(6)|P19636(6)
CPX-2508	FlhDC transcriptional regulation complex	FlhDC complex	83333	CHEBI:29105(2)|P0A8S9(4)|P0ABY7(2)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-21924584	GO:1902210(positive regulation of bacterial-type flagellum assembly)|GO:0045893(positive regulation of transcription, DNA-templated)|GO:0003677(DNA binding)|GO:0005667(transcription regulator complex)|GO:0001216(DNA-binding transcription activator activity)	pubmed:7961507(see-also)|wwpdb:2avu(identity)|complex portal:CPX-2508(complex-primary)|pubmed:14550943(see-also)|pubmed:16337229(see-also)	Trans-acting transcriptional activator that has been shown to bind to the flagellar regulon, which consists of at least 14 operons and more than 50 genes. Master regulator of flagellum biogenesis and swarming migration. Activates flagellum class II genes which encode the flagellar basal body, proteins of the export machinery, the flagellar sigma subunit fliA (P0AEM6), and its anti-sigma factor, flgM (P0AEM4). 	Each flhC protomer binds an flhD2 dimer, altering the conformation of the dimer in the complex. Binding of the FlhDC complex to a cognate promoter bends the DNA by approximately 111 degrees. Molecular mass range of the complex was measured as 105-110 kDa. 	Heterohexamer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P0A8S9(4)|P0ABY7(2)
